bodyPart,equipment,gifUrl,id,name,target,instructions
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0391.gif,391,dumbbell seated curl,biceps,"<ol>
<li>Begin by sitting on a bench or chair with your feet firmly on the ground.</li>
<li>Hold a dumbbell in each hand with your palms facing up and your arms extended down by your sides.</li>
<li>Slowly curl the dumbbells up towards your shoulders, keeping your elbows close to your body.</li>
<li>Pause for a moment at the top of the movement, then slowly lower the dumbbells back down to starting position.</li>
<li>Repeat for the desired number of repetitions.</li>
<li>Make sure to keep your back straight and your core engaged throughout the exercise.</li>
<li>Adjust the weight of the dumbbells as needed to ensure proper form and to challenge yourself appropriately.</li>
<li>Remember to breathe throughout the exercise, inhaling as you lower the weights and exhaling as you lift them.</li>
<li>When finished, carefully set the dumbbells down and stretch out your arms and shoulders.</li>
</ol>"
shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0392.gif,392,dumbbell seated front raise,delts,"<ol>
<li>Start by sitting on a bench with your feet flat on the ground and your back straight.</li>
<li>Hold a dumbbell in each hand with your palms facing down and your arms hanging straight down at your sides.</li>
<li>Slowly lift the dumbbells up in front of you, keeping your arms straight and your palms facing down. Stop when your arms are parallel to the ground.</li>
<li>Hold this position for a few seconds, then slowly lower the dumbbells back down to your sides.</li>
<li>Repeat for the desired number of reps.</li>
<li>Make sure to keep your back straight and your core engaged throughout the exercise.</li>
<li>If you feel any pain or discomfort, stop the exercise immediately.</li>
</ol>"
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1678.gif,1678,dumbbell seated hammer curl,biceps,"<ol>
  <li>Begin by sitting on a bench with your feet flat on the floor and your back straight.</li>
  <li>Hold a dumbbell in each hand with your palms facing each other and your elbows tucked in at your sides.</li>
  <li>Slowly raise the dumbbells up towards your shoulders, keeping your elbows tucked in and your palms facing each other.</li>
  <li>Pause for a moment at the top of the movement, then slowly lower the dumbbells back down to the starting position.</li>
  <li>Repeat for the desired number of repetitions.</li>
  <li>Make sure to keep your back straight and your core engaged throughout the exercise.</li>
  <li>Exhale as you lift the dumbbells and inhale as you lower them.</li>
  <li>Adjust the weight of the dumbbells as needed to ensure proper form and avoid injury.</li>
  <li>Include this exercise as part of a larger upper body workout, performing 3-4 sets of 10-12 repetitions.</li>
</ol>"
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0393.gif,393,dumbbell seated inner biceps curl,biceps,"<ol>
  <li>Begin by sitting on a bench with your feet flat on the ground and your back straight.</li>
  <li>Hold a dumbbell in each hand with your palms facing up and your elbows resting on the inside of your thighs.</li>
  <li>Slowly curl the dumbbells up towards your chest, keeping your elbows in place and your palms facing up.</li>
  <li>Pause at the top of the movement and squeeze your biceps.</li>
  <li>Slowly lower the dumbbells back down to the starting position while maintaining control.</li>
  <li>Repeat for the desired number of repetitions.</li>
  <li>Remember to keep your back straight and your elbows in place throughout the exercise.</li>
  <li>Adjust the weight of the dumbbells as needed to ensure proper form and technique.</li>
</ol>"
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0394.gif,394,dumbbell seated kickback,triceps,"<ol>
<li>Start by sitting on a bench or chair with your feet flat on the ground and your knees bent at a 90-degree angle.</li>
<li>Hold a dumbbell in your right hand and extend your arm straight back, keeping your elbow close to your body.</li>
<li>Slowly lower the weight back down to the starting position.</li>
<li>Repeat for a set of reps on your right arm before switching to your left arm.</li>
<li>Make sure to keep your back straight and your core engaged throughout the exercise.</li>
<li>For a more challenging workout, increase the weight of the dumbbell or perform the exercise while standing instead of sitting.</li>
</ol>"
shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0396.gif,396,dumbbell seated lateral raise,delts,"<ol>
<li>Start by sitting on a bench with your feet flat on the ground and your back straight.</li>
<li>Hold a dumbbell in each hand with your palms facing inward and your arms at your sides.</li>
<li>Slowly lift the dumbbells out to your sides until they reach shoulder height.</li>
<li>Pause for a moment at the top of the movement, then slowly lower the dumbbells back down to your sides.</li>
<li>Repeat for the desired number of repetitions.</li>
<li>Make sure to keep your elbows slightly bent throughout the exercise to avoid putting too much strain on your joints.</li>
<li>Focus on using your shoulder muscles to lift the weights, rather than relying on momentum or other muscles.</li>
<li>You can also try variations of this exercise, such as standing or using a cable machine, to target different parts of your shoulders.</li>
</ol>"
shoulders,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0395.gif,395,dumbbell seated lateral raise v. 2,delts,"<ol>
<li>Start by sitting on a bench with your feet firmly planted on the ground and your back straight.</li>
<li>Hold a dumbbell in each hand with your palms facing inward and your arms resting at your sides.</li>
<li>Slowly raise both dumbbells out to your sides until they are level with your shoulders.</li>
<li>Pause for a moment and then slowly lower the dumbbells back down to your sides.</li>
<li>Repeat this movement for the desired number of repetitions.</li>
<li>Be sure to keep your back straight and your core engaged throughout the exercise to avoid any unnecessary strain on your lower back.</li>
<li>Variation: You can also perform this exercise one arm at a time by lifting one dumbbell at a time while keeping the other arm at your side.</li>
</ol>"
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0397.gif,397,dumbbell seated neutral wrist curl,biceps,"<ol>
  <li>Choose a pair of dumbbells that you can comfortably lift for 8-12 repetitions.</li>
  <li>Sit on a bench with your feet flat on the ground and your back straight.</li>
  <li>Hold the dumbbells in each hand with your palms facing upwards and your wrists in a neutral position (not bent).</li>
  <li>Slowly curl the dumbbells upwards towards your shoulders, keeping your elbows close to your sides and your wrists in a neutral position.</li>
  <li>Hold the contraction for a second, then slowly lower the dumbbells back down to the starting position.</li>
  <li>Repeat for 8-12 repetitions, aiming for 2-3 sets.</li>
  <li>Remember to keep your wrists in a neutral position throughout the exercise to avoid injury.</li>
</ol>"
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/1679.gif,1679,dumbbell seated one arm bicep curl on exercise ball with leg raised,biceps,"<ol>
  <li>Choose a dumbbell of appropriate weight and sit on an exercise ball.</li>
  <li>Place your feet on the ground and keep them shoulder-width apart.</li>
  <li>Place the dumbbell in your right hand and raise your right foot off the ground.</li>
  <li>Place your right elbow on the inside of your right thigh and extend your arm downwards so that the dumbbell is hanging between your legs.</li>
  <li>Curl the dumbbell up towards your shoulder while keeping your elbow stationary.</li>
  <li>Pause for a second at the top of the movement and then slowly lower the dumbbell back down to the starting position.</li>
  <li>Repeat for the desired number of repetitions and then switch to the left arm and leg.</li>
  <li>Ensure that your core is engaged and your back is straight throughout the exercise.</li>
  <li>Exhale as you lift the dumbbell and inhale as you lower it.</li>
  <li>Remember to use a weight that challenges you but allows you to maintain proper form.</li>
</ol>"
upper arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0398.gif,398,dumbbell seated one arm kickback,triceps,"<ol>
<li>Choose a dumbbell that is appropriate for your fitness level and sit on a bench or chair with your feet flat on the ground.</li>
<li>Hold the dumbbell in one hand and place the other hand on your thigh for support. Keep your back straight and your core engaged.</li>
<li>Bend your elbow and bring the dumbbell up to your chest, keeping your upper arm parallel to the ground.</li>
<li>Extend your arm behind you, straightening your elbow and squeezing your tricep muscle.</li>
<li>Pause for a moment at the top of the movement and then slowly lower the dumbbell back down to your chest.</li>
<li>Complete 8-12 reps on one arm before switching to the other arm.</li>
<li>Repeat for 2-3 sets, resting for 30-60 seconds between sets.</li>
<li>Make sure to maintain proper form throughout the exercise and avoid swinging the weight or arching your back.</li>
<li>Gradually increase the weight as you become stronger and more comfortable with the exercise.</li>
</ol>"
lower arms,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0399.gif,399,dumbbell seated one arm rotate,forearms,"<ol>
  <li>Start by sitting on a bench with your feet firmly on the ground and your back straight.</li>
  <li>Hold a dumbbell in one hand with your arm extended straight out in front of you, parallel to the ground.</li>
  <li>Slowly rotate your arm to the side, keeping it parallel to the ground. Your palm should face down.</li>
  <li>Pause for a moment at the end of the rotation, then slowly rotate your arm back to the starting position.</li>
  <li>Repeat for the desired number of repetitions, then switch arms and repeat the exercise on the other side.</li>
  <li>Make sure to keep your elbow close to your body throughout the exercise to isolate the movement in your shoulder.</li>
  <li>Choose a weight that challenges you but allows you to maintain proper form throughout the exercise.</li>
  <li>Breathe in as you rotate your arm to the side and breathe out as you return to the starting position.</li>
  <li>Perform this exercise as part of a full-body workout or as a standalone exercise for your shoulders.</li>
</ol>"
lower legs,dumbbell,http://d205bpvrqc9yn1.cloudfront.net/0400.gif,400,dumbbell seated one leg calf raise,calves,"<ol>
  <li>Choose a dumbbell that you can comfortably hold in one hand.</li>
  <li>Sit on a bench or chair with your back straight and your feet flat on the floor.</li>
  <li>Place the dumbbell on your thigh, holding it securely with one hand.</li>
  <li>Lift one foot off the ground, keeping your toes on the floor.</li>
  <li>Slowly raise your heel as high as you can, keeping your toes on the floor.</li>
  <li>Hold the position for a few seconds, then slowly lower your heel back down.</li>
  <li>Repeat the exercise for the desired number of repetitions, then switch to the other leg.</li>
  <li>Remember to keep your back straight and your core engaged throughout the exercise.</li>
  <li>As you progress, you can increase the weight of the dumbbell or perform the exercise on a step to increase the range of motion.</li>
  <li>Always warm up before exercising and consult a doctor before starting any new exercise program.</li>
</ol>"
